district,total_infection,infection_incidence_rlp,infection_incidence_yr_0_11,infection_incidence_days_yr_12_19,infection_incidence_yr_20_59,infection_incidence_yr_60_above,hospitalized,total_covid19,covid19_incidence_rlp,covid19_incidence_yr_0_11,covid19_incidence_days_yr_12_19,covid19_incidence_yr_20_59,covid19_incidence_yr_60_above,deceased,Week_Number
VG Rheinhessen-Nahe,2204,249.77391052246094,150.32058715820312,277.523681640625,320.2533264160156,148.67176818847656,19,2,0.22593840956687927,0,0,0,0.8014650940895081,16,2022KW22
Alzey-Worms,231,176.72035217285156,157.80130004882812,219.38572692871094,227.1285858154297,82.28268432617188,4,0,0,0,0,0,0,5,2022KW22
Bad Kreuznach,369,232.44680786132812,173.43045043945312,254.8203582763672,290.29217529296875,155.68862915039062,2,0,0,0,0,0,0,1,2022KW22
Birkenfeld,103,127.42793273925781,34.8270263671875,187.90570068359375,163.67848205566406,90.05628204345703,1,0,0,0,0,0,0,0,2022KW22
Mainz-Bingen,659,311.5470886230469,192.02484130859375,338.8599853515625,398.5962219238281,197.1005096435547,3,0,0,0,0,0,0,4,2022KW22
KS Mainz,701,322.85845947265625,156.1663360595703,367.7265930175781,411.1154479980469,156.5441436767578,2,0,0,0,0,0,0,2,2022KW22
KS Worms,141,168.9452362060547,81.78286743164062,139.5565185546875,195.61013793945312,163.34951782226562,7,2,2.39638614654541,0,0,0,8.597343444824219,4,2022KW22
VG Rheinpfalz,1399,155.51597595214844,76.37474822998047,218.4698028564453,203.7530059814453,85.78362274169922,10,5,0.555766761302948,0,0,0.21470284461975098,1.5049757957458496,13,2022KW22
Bad Dürkheim,232,174.43084716796875,159.52432250976562,203.09994506835938,233.2167205810547,84.42669677734375,2,0,0,0,0,0,0,2,2022KW22
KS Frankenthal,68,139.4871826171875,0,111.7630615234375,225.2071075439453,54.79452133178711,1,1,2.0512821674346924,0,0,0,6.849315166473389,0,2022KW22
Germersheim,245,189.9136505126953,141.88230895996094,263.7719421386719,233.73072814941406,107.37590026855469,1,0,0,0,0,0,0,1,2022KW22
KS Landau i.d.Pf.,103,220.6276092529297,83.07373046875,367.3094482421875,281.49725341796875,105.56232452392578,0,0,0,0,0,0,0,0,2022KW22
KS Ludwigshafen,186,107.79046630859375,36.26637649536133,89.34554290771484,150.91452026367188,55.847721099853516,1,0,0,0,0,0,0,2,2022KW22
KS Neustadt a.d.W.,84,157.5807647705078,52.146705627441406,262.88116455078125,209.2368621826172,91.62228393554688,0,0,0,0,0,0,0,0,2022KW22
Rhein-Pfalz-Kreis,225,145.3920440673828,49.76499938964844,290.3020935058594,182.91122436523438,86.37761688232422,1,1,0.6461701393127441,0,0,1.279099464416504,0,3,2022KW22
KS Speyer,66,130.07232666015625,55.54526901245117,242.13075256347656,160.4278106689453,77.70510864257812,0,0,0,0,0,0,0,1,2022KW22
Südliche Weinstr.,190,171.50645446777344,68.27103424072266,253.80711364746094,222.19435119628906,107.41138458251953,4,3,2.7079966068267822,0,0,0,8.479846000671387,4,2022KW22
VG Trier,893,167.09141540527344,87.01251220703125,177.068359375,213.5848388671875,108.89363098144531,7,0,0,0,0,0,0,5,2022KW22
Bernkastel-Wittlich,153,135.77671813964844,40.93663024902344,109.39588928222656,184.2040557861328,96.47579956054688,3,0,0,0,0,0,0,2,2022KW22
Bitburg-Prüm,107,106.9411849975586,70.46595764160156,107.22423553466797,135.3437957763672,69.48787689208984,4,0,0,0,0,0,0,0,2022KW22
Trier-Saarburg,234,155.44764709472656,58.8096923828125,225.26425170898438,214.9498291015625,66.87574768066406,0,0,0,0,0,0,0,0,2022KW22
KS Trier,204,184.32513427734375,119.08032989501953,161.6597137451172,225.34524536132812,116.29215240478516,0,0,0,0,0,0,0,0,2022KW22
Vulkaneifel,195,322.36199951171875,234.3096160888672,324.4495849609375,377.0814514160156,266.8775329589844,0,0,0,0,0,0,0,3,2022KW22
VG Westpfalz,1117,214.5127410888672,93.44786834716797,320.09039306640625,278.6747741699219,127.88662719726562,3,0,0,0,0,0,0,12,2022KW22
Donnersbergkreis,184,243.58277893066406,183.80101013183594,321.9247741699219,303.9354248046875,145.8601531982422,3,0,0,0,0,0,0,2,2022KW22
Kaiserslautern,244,229.49586486816406,84.65445709228516,328.2275695800781,316.04248046875,120.89649200439453,0,0,0,0,0,0,0,1,2022KW22
KS Kaiserslautern,264,264.8953552246094,48.36525344848633,420.1680603027344,355.3134765625,124.926513671875,0,0,0,0,0,0,0,6,2022KW22
Kusel,118,168.31895446777344,80.93888854980469,184.880859375,224.16302490234375,110.7608413696289,0,0,0,0,0,0,0,0,2022KW22
KS Pirmasens,47,116.98526763916016,72.32401275634766,71.78750610351562,157.60841369628906,81.04325103759766,0,0,0,0,0,0,0,1,2022KW22
Südwestpfalz,192,202.2926483154297,98.96635437011719,464.8180847167969,227.05364990234375,145.9232635498047,0,0,0,0,0,0,0,2,2022KW22
KS Zweibrücken,68,199.99412536621094,85.76329040527344,200.64205932617188,248.39697265625,158.87850952148438,0,0,0,0,0,0,0,0,2022KW22
Rheinland-Pfalz,8373,204.2996826171875,113.58963012695312,254.51573181152344,266.6559143066406,116.39360046386719,61,12,0.29013288021087646,0.22228890657424927,0,0.18775279819965363,0.5745805501937866,55,2022KW23
VG Mittelrhein-Westerwald,2760,218.829833984375,134.466552734375,270.3050537109375,291.357421875,114.7315902709961,22,5,0.39641231298446655,0.7307965159416199,0,0.46443799138069153,0.25957372784614563,9,2022KW23
Ahrweiler,235,180.10560607910156,138.131591796875,210.8300018310547,232.72300720214844,107.4063720703125,9,0,0,0,0,0,0,1,2022KW23
Altenkirchen,289,223.88002014160156,133.0625457763672,328.33984375,299.9573669433594,104.097900390625,3,2,1.5493426322937012,7.003291606903076,0,1.522626280784607,0,2,2022KW23
Cochem-Zell,173,280.9444885253906,217.97451782226562,176.91287231445312,391.6193542480469,156.47921752929688,2,1,1.622718095779419,0,0,0,4.889975547790527,1,2022KW23
KS Koblenz,234,206.3710479736328,164.5734100341797,202.784912109375,268.911865234375,100.08757781982422,0,0,0,0,0,0,0,0,2022KW23
Mayen-Koblenz,457,212.76991271972656,130.90663146972656,212.93919372558594,287.9339294433594,114.381103515625,1,1,0.46557968854904175,0,0,0.9054526090621948,0,0,2022KW23
Neuwied,291,158.90264892578125,96.1723403930664,161.07569885253906,209.5303955078125,97.35343170166016,2,1,0.5460571646690369,0,0,1.0800535678863525,0,2,2022KW23
Rhein-Hunsrück,295,285.29705810546875,188.93386840820312,401.7625732421875,386.1077880859375,129.18307495117188,1,0,0,0,0,0,0,1,2022KW23
Rhein-Lahn,223,181.930908203125,84.07215118408203,314.60675048828125,232.89288330078125,103.20183563232422,2,0,0,0,0,0,0,1,2022KW23
Westerwaldkreis,563,277.5723571777344,137.05897521972656,395.18133544921875,369.2558898925781,136.87982177734375,2,0,0,0,0,0,0,1,2022KW23
VG Rheinhessen-Nahe,2204,249.77391052246094,150.32058715820312,277.523681640625,320.2533264160156,148.67176818847656,19,2,0.22593840956687927,0,0,0,0.8014650940895081,16,2022KW23
Alzey-Worms,231,176.72035217285156,157.80130004882812,219.38572692871094,227.1285858154297,82.28268432617188,4,0,0,0,0,0,0,5,2022KW23
Bad Kreuznach,369,232.44680786132812,173.43045043945312,254.8203582763672,290.29217529296875,155.68862915039062,2,0,0,0,0,0,0,1,2022KW23
Birkenfeld,103,127.42793273925781,34.8270263671875,187.90570068359375,163.67848205566406,90.05628204345703,1,0,0,0,0,0,0,0,2022KW23
Mainz-Bingen,659,311.5470886230469,192.02484130859375,338.8599853515625,398.5962219238281,197.1005096435547,3,0,0,0,0,0,0,4,2022KW23
KS Mainz,701,322.85845947265625,156.1663360595703,367.7265930175781,411.1154479980469,156.5441436767578,2,0,0,0,0,0,0,2,2022KW23
KS Worms,141,168.9452362060547,81.78286743164062,139.5565185546875,195.61013793945312,163.34951782226562,7,2,2.39638614654541,0,0,0,8.597343444824219,4,2022KW23
VG Rheinpfalz,1399,155.51597595214844,76.37474822998047,218.4698028564453,203.7530059814453,85.78362274169922,10,5,0.555766761302948,0,0,0.21470284461975098,1.5049757957458496,13,2022KW23
Bad Dürkheim,232,174.43084716796875,159.52432250976562,203.09994506835938,233.2167205810547,84.42669677734375,2,0,0,0,0,0,0,2,2022KW23
KS Frankenthal,68,139.4871826171875,0,111.7630615234375,225.2071075439453,54.79452133178711,1,1,2.0512821674346924,0,0,0,6.849315166473389,0,2022KW23
Germersheim,245,189.9136505126953,141.88230895996094,263.7719421386719,233.73072814941406,107.37590026855469,1,0,0,0,0,0,0,1,2022KW23
KS Landau i.d.Pf.,103,220.6276092529297,83.07373046875,367.3094482421875,281.49725341796875,105.56232452392578,0,0,0,0,0,0,0,0,2022KW23
KS Ludwigshafen,186,107.79046630859375,36.26637649536133,89.34554290771484,150.91452026367188,55.847721099853516,1,0,0,0,0,0,0,2,2022KW23
KS Neustadt a.d.W.,84,157.5807647705078,52.146705627441406,262.88116455078125,209.2368621826172,91.62228393554688,0,0,0,0,0,0,0,0,2022KW23
Rhein-Pfalz-Kreis,225,145.3920440673828,49.76499938964844,290.3020935058594,182.91122436523438,86.37761688232422,1,1,0.6461701393127441,0,0,1.279099464416504,0,3,2022KW23
KS Speyer,66,130.07232666015625,55.54526901245117,242.13075256347656,160.4278106689453,77.70510864257812,0,0,0,0,0,0,0,1,2022KW23
Südliche Weinstr.,190,171.50645446777344,68.27103424072266,253.80711364746094,222.19435119628906,107.41138458251953,4,3,2.7079966068267822,0,0,0,8.479846000671387,4,2022KW23
VG Trier,893,167.09141540527344,87.01251220703125,177.068359375,213.5848388671875,108.89363098144531,7,0,0,0,0,0,0,5,2022KW23
Bernkastel-Wittlich,153,135.77671813964844,40.93663024902344,109.39588928222656,184.2040557861328,96.47579956054688,3,0,0,0,0,0,0,2,2022KW23
Bitburg-Prüm,107,106.9411849975586,70.46595764160156,107.22423553466797,135.3437957763672,69.48787689208984,4,0,0,0,0,0,0,0,2022KW23
Trier-Saarburg,234,155.44764709472656,58.8096923828125,225.26425170898438,214.9498291015625,66.87574768066406,0,0,0,0,0,0,0,0,2022KW23
KS Trier,204,184.32513427734375,119.08032989501953,161.6597137451172,225.34524536132812,116.29215240478516,0,0,0,0,0,0,0,0,2022KW23
Vulkaneifel,195,322.36199951171875,234.3096160888672,324.4495849609375,377.0814514160156,266.8775329589844,0,0,0,0,0,0,0,3,2022KW23
VG Westpfalz,1117,214.5127410888672,93.44786834716797,320.09039306640625,278.6747741699219,127.88662719726562,3,0,0,0,0,0,0,12,2022KW23
Donnersbergkreis,184,243.58277893066406,183.80101013183594,321.9247741699219,303.9354248046875,145.8601531982422,3,0,0,0,0,0,0,2,2022KW23
Kaiserslautern,244,229.49586486816406,84.65445709228516,328.2275695800781,316.04248046875,120.89649200439453,0,0,0,0,0,0,0,1,2022KW23
KS Kaiserslautern,264,264.8953552246094,48.36525344848633,420.1680603027344,355.3134765625,124.926513671875,0,0,0,0,0,0,0,6,2022KW23
Kusel,118,168.31895446777344,80.93888854980469,184.880859375,224.16302490234375,110.7608413696289,0,0,0,0,0,0,0,0,2022KW23
KS Pirmasens,47,116.98526763916016,72.32401275634766,71.78750610351562,157.60841369628906,81.04325103759766,0,0,0,0,0,0,0,1,2022KW23
Südwestpfalz,192,202.2926483154297,98.96635437011719,464.8180847167969,227.05364990234375,145.9232635498047,0,0,0,0,0,0,0,2,2022KW23
KS Zweibrücken,68,199.99412536621094,85.76329040527344,200.64205932617188,248.39697265625,158.87850952148438,0,0,0,0,0,0,0,0,2022KW23
Rheinland-Pfalz,21442,523.180908203125,253.8539276123047,642.7940063476562,699.8015747070312,284.3352966308594,137,33,0.7978653907775879,0.22228890657424927,0,0.46938198804855347,1.805824637413025,38,2022KW24
VG Mittelrhein-Westerwald,7418,588.1448364257812,275.5102844238281,758.3558349609375,807.96728515625,289.4247131347656,47,8,0.6342597007751465,0,0,0.46443799138069153,1.2978686094284058,8,2022KW24
Ahrweiler,755,578.6371459960938,232.64266967773438,1165.1131591796875,810.677490234375,214.812744140625,10,0,0,0,0,0,0,2,2022KW24
Altenkirchen,583,451.6333923339844,182.08558654785156,595.115966796875,622.754150390625,228.50759887695312,1,1,0.7746713161468506,0,0,0,2.538973331451416,2,2022KW24
Cochem-Zell,489,794.1148071289062,419.1817626953125,796.10791015625,1083.480224609375,469.4376525878906,0,0,0,0,0,0,0,1,2022KW24
KS Koblenz,600,529.156494140625,311.82330322265625,365.0128479003906,710.6956787109375,290.8795166015625,7,0,0,0,0,0,0,1,2022KW24
Mayen-Koblenz,1383,643.896728515625,342.0463562011719,858.0196533203125,894.5872192382812,273.5872497558594,12,1,0.46557968854904175,0,0,0,1.545690655708313,0,2022KW24
Neuwied,907,495.27386474609375,182.72744750976562,679.3192749023438,677.193603515625,261.4119873046875,0,0,0,0,0,0,0,0,2022KW24
Rhein-Hunsrück,686,663.4365234375,350.877197265625,673.92431640625,918.2066040039062,359.86712646484375,0,0,0,0,0,0,0,1,2022KW24
Rhein-Lahn,558,455.2351989746094,267.5022888183594,606.7415771484375,614.5784301757812,229.62408447265625,4,2,1.6316142082214355,0,0,3.234623432159424,0,0,2022KW24
Westerwaldkreis,1457,718.3355712890625,287.3817443847656,898.7188720703125,982.4674682617188,365.0128479003906,13,4,1.9720948934555054,0,0,0.9492439031600952,5.069622993469238,1,2022KW24
VG Rheinhessen-Nahe,5111,579.2171020507812,295.5282287597656,658.9249267578125,758.02490234375,332.6080017089844,37,4,0.45187681913375854,1.0225889682769775,0,0.21251049637794495,0.8014650940895081,3,2022KW24
Alzey-Worms,601,459.7789001464844,164.37635803222656,498.6039123535156,651.8885498046875,222.9595184326172,18,1,0.7648183703422546,0,0,0,2.654279947280884,1,2022KW24
Bad Kreuznach,922,580.8020629882812,387.3280029296875,628.556884765625,765.3157348632812,343.3133850097656,6,0,0,0,0,0,0,0,2022KW24
Birkenfeld,317,392.1811218261719,220.5711669921875,495.38775634765625,488.517333984375,281.4259033203125,0,0,0,0,0,0,0,0,2022KW24
Mainz-Bingen,1452,686.4436645507812,371.79278564453125,968.17138671875,894.3215942382812,366.50921630859375,2,1,0.4724580645561218,0,0,0,1.6289297342300415,0,2022KW24
KS Mainz,1522,700.9851684570312,307.87078857421875,605.6672973632812,879.7564086914062,439.9088439941406,7,0,0,0,0,0,0,1,2022KW24
KS Worms,297,355.8633728027344,184.01144409179688,434.17584228515625,452.6327819824219,223.5309295654297,4,2,2.39638614654541,10.222858428955078,0,2.274536609649658,0,1,2022KW24
VG Rheinpfalz,3209,356.7196350097656,173.31192016601562,427.8367004394531,463.54345703125,222.3601837158203,41,18,2.000760316848755,0,0,1.0735142230987549,4.891171455383301,13,2022KW24
Bad Dürkheim,545,409.7621154785156,253.7886962890625,534.4735717773438,539.1243896484375,237.30747985839844,5,0,0,0,0,0,0,3,2022KW24
KS Frankenthal,143,293.3333435058594,52.585453033447266,307.3484191894531,410.19866943359375,184.93150329589844,1,1,2.0512821674346924,0,0,4.021555423736572,0,0,2022KW24
Germersheim,537,416.25970458984375,148.63861083984375,507.25372314453125,551.251708984375,247.79052734375,7,7,5.425347328186035,0,0,1.4700045585632324,16.51936912536621,2,2022KW24
KS Landau i.d.Pf.,175,374.85272216796875,332.294921875,459.1368103027344,475.50213623046875,154.2834014892578,2,1,2.1419239044189453,0,0,0,8.12017822265625,0,2022KW24
KS Ludwigshafen,440,254.9882049560547,72.53275299072266,230.809326171875,340.08905029296875,169.87014770507812,8,2,1.1589970588684082,0,0,0,4.653976917266846,2,2022KW24
KS Neustadt a.d.W.,217,407.0836181640625,173.82235717773438,420.6098937988281,513.5813598632812,320.6780090332031,8,0,0,0,0,0,0,1,2022KW24
Rhein-Pfalz-Kreis,576,372.20361328125,199.05999755859375,526.1725463867188,471.98773193359375,238.0651397705078,5,5,3.2308506965637207,0,0,2.558198928833008,6.320313453674316,2,2022KW24
KS Speyer,165,325.1808166503906,148.12071228027344,430.4546813964844,435.4468994140625,174.8365020751953,1,0,0,0,0,0,0,0,2022KW24
Südliche Weinstr.,411,370.99554443359375,264.5502624511719,444.1624450683594,471.2670593261719,231.782470703125,4,2,1.8053311109542847,0,0,1.7918899059295654,2.826615333557129,3,2022KW24
VG Trier,2887,540.193603515625,238.41429138183594,651.81689453125,717.2362060546875,298.8092956542969,12,3,0.556054949760437,0,0,0.3524502217769623,1.296352744102478,5,2022KW24
Bernkastel-Wittlich,539,478.32452392578125,327.4930419921875,522.6692504882812,640.3284301757812,258.2146301269531,6,3,2.6243045330047607,0,0,1.7543244361877441,5.675046920776367,2,2022KW24
Bitburg-Prüm,359,358.80267333984375,114.5071792602539,321.6726989746094,470.8439025878906,260.57952880859375,5,0,0,0,0,0,0,0,2022KW24
Trier-Saarburg,671,445.74945068359375,182.31004333496094,537.1685791015625,613.0521850585938,221.3817901611328,0,0,0,0,0,0,0,1,2022KW24
KS Trier,621,561.107421875,348.0809631347656,687.0537719726562,680.6035766601562,318.8656005859375,1,0,0,0,0,0,0,0,2022KW24
Vulkaneifel,697,1152.237548828125,251.0460205078125,1714.9478759765625,1648.47998046875,563.4081420898438,0,0,0,0,0,0,0,2,2022KW24
VG Westpfalz,2817,540.9869384765625,291.12603759765625,696.6672973632812,729.3943481445312,285.7562561035156,0,0,0,0,0,0,0,9,2022KW24
Donnersbergkreis,582,770.4629516601562,367.6020202636719,1118.2650146484375,1027.0921630859375,403.2604064941406,0,0,0,0,0,0,0,1,2022KW24
Kaiserslautern,636,598.1941528320312,315.5302429199219,668.6116943359375,836.4716796875,303.79119873046875,0,0,0,0,0,0,0,3,2022KW24
KS Kaiserslautern,407,408.3803405761719,145.09576416015625,420.1680603027344,528.4611206054688,260.8759460449219,0,0,0,0,0,0,0,2,2022KW24
Kusel,303,432.2088317871094,472.1435241699219,534.1002197265625,590.9752807617188,166.14126586914062,0,0,0,0,0,0,0,2,2022KW24
KS Pirmasens,141,350.9557800292969,144.6480255126953,538.4063110351562,467.7411193847656,206.29190063476562,0,0,0,0,0,0,0,0,2022KW24
Südwestpfalz,565,595.2882690429688,329.8878479003906,753.3258666992188,822.5339965820312,316.1670837402344,0,0,0,0,0,0,0,1,2022KW24
KS Zweibrücken,183,538.219482421875,142.93882751464844,882.8250122070312,710.5308837890625,308.4112243652344,0,0,0,0,0,0,0,0,2022KW24
Rheinland-Pfalz,19608,478.4316711425781,248.2967071533203,592.7581176757812,619.959716796875,287.78277587890625,186,43,1.0396428108215332,0.44457781314849854,0,0.5632583498954773,2.3804051876068115,31,2022KW25
VG Mittelrhein-Westerwald,6515,516.5493774414062,290.85699462890625,681.1258544921875,682.5690307617188,278.5226135253906,60,10,0.7928246259689331,0,0,0.3096253275871277,2.076589822769165,5,2022KW25
Ahrweiler,718,550.2801513671875,268.99310302734375,932.090576171875,727.4520874023438,291.8651428222656,12,0,0,0,0,0,0,0,2022KW25
Altenkirchen,728,563.9607543945312,315.14813232421875,790.0677490234375,752.1773681640625,284.364990234375,4,1,0.7746713161468506,0,0,0,2.538973331451416,1,2022KW25
Cochem-Zell,340,552.145263671875,201.20724487304688,552.8527221679688,773.4481811523438,322.7383728027344,0,0,0,0,0,0,0,0,2022KW25
KS Koblenz,491,433.02642822265625,346.4703369140625,378.5318298339844,565.0350341796875,218.9415740966797,4,0,0,0,0,0,0,1,2022KW25
Mayen-Koblenz,949,441.83514404296875,240.6992950439453,632.5546264648438,582.2060546875,228.76220703125,11,2,0.9311593770980835,0,0,0.9054526090621948,1.545690655708313,0,2022KW25
Neuwied,833,454.8656311035156,182.72744750976562,581.273193359375,618.8706665039062,250.59494018554688,3,0,0,0,0,0,0,0,2022KW25
Rhein-Hunsrück,736,711.7919311523438,395.8614501953125,1010.886474609375,916.2857055664062,421.38287353515625,8,0,0,0,0,0,0,1,2022KW25
Rhein-Lahn,553,451.1560363769531,313.3598327636719,550.561767578125,585.4668579101562,260.5846252441406,10,3,2.4474213123321533,0,0,0,7.740137577056885,1,2022KW25
Westerwaldkreis,1167,575.3587036132812,371.3856201171875,701.128173828125,757.4966430664062,295.7279968261719,8,4,1.9720948934555054,0,0,0.9492439031600952,5.069622993469238,1,2022KW25
VG Rheinhessen-Nahe,4644,526.2931518554688,267.9183044433594,600.00927734375,669.4080810546875,338.6189880371094,43,8,0.9037536382675171,1.0225889682769775,0,0.4250209927558899,2.003662586212158,2,2022KW25
